Registration #,,,Legal / LatLong,,,BT,OT,,Owner,,,,,,,,,Sale Name,Acres,Tons,,,M10,M1000,,,Rain,Burn Date,Time
Douglas FPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117300124200,,,25S-4W-16 / 43.3956 -123.1780,,,G,P,,SWANSON GROUP INC             ,,,,,,,,,BRYDEN,12,114,,,0,0,,,0,12/19/2011,10:00
117120002300,,,32S-5W-36 / 42.7465 -123.2380,,,H,S,,DEPT OF FORESTRY: SOUTHWEST,,,,,,,,,BULL RUN NORTH/SOUTH,135,1640,,,0,0,,,0,10/23/2012,08:00
117120002300,,,32S-5W-36 / 42.7465 -123.2380,,,H,S,,DEPT OF FORESTRY: SOUTHWEST,,,,,,,,,BULL RUN NORTH/SOUTH,11,137,,,0,0,,,0,4/11/2012,09:00
127300065100,,,27S-7W-12 / 43.2361 -123.4760,,,G,P,,TIM SNYDER,,,,,,,,,,3,12,,,0,0,,,0,4/25/2014,10:00
127300065100,,,27S-7W-12 / 43.2361 -123.4760,,,G,P,,TIM SNYDER,,,,,,,,,,5,20,,,0,0,,,0,5/21/2012,10:00
124061040001,,,21S-5W-7 / 43.7582 -123.3380,,,T,F,,BLM Swiftwater,,,,,,,,,SALVAGE-PILE        ,1,1,,,0,0,,,0,10/30/2011,12:00
124061040002,,,25S-2W-21 / 43.3807 -122.9430,,,H,F,,BLM Swiftwater,,,,,,,,,ROCK-CREEK-SHOP     ,1,80,,,0,0,,,0,10/29/2012,12:00
127310001401,,,24S-7W-7 / 43.4983 -123.5750,,,T,F,,BLM Swiftwater,,,,,,,,,BASIN-ARIZONA-4-5   ,2,15,,,0,0,,,0,12/10/2012,12:00
127310001402,,,24S-7W-18 / 43.4837 -123.5750,,,T,F,,BLM Swiftwater,,,,,,,,,BASIN-ARIZONA-6     ,1,8,,,0,0,,,0,12/10/2012,14:00
127310021201,,,21S-7W-27 / 43.7143 -123.5150,,,T,F,,BLM Swiftwater,,,,,,,,,SADDLE-UP-TO-PARADIS,1,62,,,0,0,,,0,11/8/2013,10:00
127330060501,,,27S-3W-19 / 43.2062 -123.1000,,,T,F,,BLM Swiftwater,,,,,,,,,SHERLOCK-HOMES-1-2  ,4,145,,,0,0,,,0,10/31/2012,12:00
127330060502,,,27S-3W-31 / 43.1770 -123.1000,,,T,F,,BLM Swiftwater,,,,,,,,,SHERLOCK-HOMES-6    ,4,16,,,0,0,,,0,10/31/2012,10:00
127330070201,,,27S-2W-30 / 43.1908 -122.9810,,,T,F,,BLM Swiftwater,,,,,,,,,ROOT-CANAL-2-3      ,3,39,,,0,0,,,0,10/31/2012,08:00
127330070201,,,27S-2W-30 / 43.1908 -122.9810,,,T,F,,BLM Swiftwater,,,,,,,,,ROOT-CANAL-2-3      ,1,10,,,0,0,,,0,11/7/2013,10:00
127330098101,,,25S-3W-23 / 43.3809 -123.0210,,,T,F,,BLM Swiftwater,,,,,,,,,OLD-CROW-1          ,1,4,,,0,0,,,0,10/24/2012,10:00
127330098102,,,25S-3W-27 / 43.3676 -123.0410,,,T,F,,BLM Swiftwater,,,,,,,,,OLD-CROW-2-4        ,4,11,,,0,0,,,0,10/24/2012,10:00
127330098103,,,25S-3W-33 / 43.3513 -123.0600,,,T,F,,BLM Swiftwater,,,,,,,,,OLD-CROW-5-6        ,1,7,,,0,0,,,0,10/24/2012,10:00
117300065400,,,23S-5W-20 / 43.5555 -123.3170,,,L,P,,LONE ROCK TIMBERLANDS,,,,,,,,,"J230520,29",108,285,,,0,0,,,0,11/13/2012,11:00
117300092400,,,29S-4W-2 / 43.0761 -123.1410,,,L,P,,LONE ROCK TIMBERLANDS,,,,,,,,,BMH 7217 GEORGE,139,410,,,0,0,,,0,11/14/2012,08:00
117300127100,,,26S-2W-35 / 43.2627 -122.9030,,,G,P,,BARNES & ASSOCIATES INC,,,,,,,,,SHIVIGNY 2011,47,384,,,0,0,,,0,11/5/2012,09:00
117300129700,,,22S-6W-18 / 43.6566 -123.4580,,,L,P,,LONE ROCK TIMBERLANDS,,,,,,,,,J220618,61,133,,,0,0,,,0,11/13/2012,09:00
127300000100,,,22S-6W-20 / 43.6425 -123.4380,,,L,P,,LONE ROCK TIMBERLANDS,,,,,,,,,J220620,40,114,,,0,0,,,0,11/13/2012,07:00
127300007300,,,25S-5W-21 / 43.3815 -123.2960,,,T,P,,,,,,,,,,,,9,40,,,0,0,,,0,10/25/2012,15:00
127300008500,,,24S-7W-8 / 43.4982 -123.5550,,,L,P,,LONE ROCK TIMBERLANDS,,,,,,,,,LOVEGREN #2,57,170,,,0,0,,,0,11/9/2012,12:00
127300009900,,,25S-3W-30 / 43.3678 -123.0990,,,G,P,,LONE ROCK TIMBERLANDS,,,,,,,,,MT. SCOTT #6,16,159,,,0,0,,,0,11/1/2012,10:00
127300009900,,,25S-3W-30 / 43.3678 -123.0990,,,G,P,,LONE ROCK TIMBERLANDS,,,,,,,,,MT. SCOTT #6,45,442,,,0,0,,,0,10/30/2012,08:00
127300017800,,,22S-6W-24 / 43.6422 -123.3580,,,L,P,,LONE ROCK TIMBERLANDS,,,,,,,,,J220624,5,13,,,0,0,,,0,11/6/2012,11:00
127300020400,,,28S-8W-23 / 43.1200 -123.6130,,,G,P,,LONE ROCK TIMBERLANDS,,,,,,,,,MELIUS #1,5,45,,,0,0,,,0,11/6/2012,11:00
127300022400,,,23S-6W-18 / 43.5685 -123.4530,,,L,P,,LONE ROCK TIMBERLANDS,,,,,,,,,J230618,35,180,,,0,0,,,0,11/8/2012,08:00
127300022400,,,23S-6W-18 / 43.5685 -123.4530,,,L,P,,LONE ROCK TIMBERLANDS,,,,,,,,,J230618,24,114,,,0,0,,,0,10/25/2012,09:00
127300022500,,,23S-6W-8 / 43.5812 -123.4330,,,G,P,,LONE ROCK TIMBERLANDS,,,,,,,,,J230608,97,890,,,0,0,,,0,10/25/2012,08:00
127300031400,,,29S-8W-16 / 43.0477 -123.6520,,,G,P,,LONE ROCK TIMBERLANDS,,,,,,,,,NUNES WITH ROBERTSON,96,943,,,0,0,,,0,11/9/2012,10:00
127300031400,,,29S-8W-16 / 43.0477 -123.6520,,,G,P,,LONE ROCK TIMBERLANDS,,,,,,,,,NUNES WITH ROBERTSON,108,1100,,,0,0,,,0,10/31/2012,09:00
127300051200,,,21S-5W-22 / 43.7290 -123.2780,,,G,P,,Giustina Land & Timber Co.,,,,,,,,,HIDDEN SPRINGS,56,420,,,0,0,,,0,10/26/2012,08:00
127300051700,,,25S-5W-28 / 43.3668 -123.2960,,,L,P,,LONE ROCK TIMBERLANDS,,,,,,,,,WAHL,43,134,,,0,0,,,0,10/26/2012,13:00
127300051700,,,25S-5W-28 / 43.3668 -123.2960,,,L,P,,LONE ROCK TIMBERLANDS,,,,,,,,,WAHL,50,500,,,0,0,,,0,10/23/2012,10:00
127300051700,,,25S-5W-28 / 43.3668 -123.2960,,,L,P,,LONE ROCK TIMBERLANDS,,,,,,,,,WAHL,33,226,,,0,0,,,0,11/1/2012,10:00
127300072800,,,26S-3W-22 / 43.2933 -123.0400,,,G,P,,LONE ROCK TIMBERLANDS,,,,,,,,,HOLM AND HOLM,33,332,,,0,0,,,0,10/26/2012,14:00
127300079500,,,23S-6W-36 / 43.5267 -123.3560,,,L,P,,LONE ROCK TIMBERLANDS,,,,,,,,,MARSH CREEK,49,361,,,0,0,,,0,10/29/2012,08:00
127300079600,,,22S-4W-30 / 43.6276 -123.2180,,,L,P,,LONE ROCK TIMBERLANDS,,,,,,,,,LOVEGREN 3,22,121,,,0,0,,,0,11/16/2012,08:00
127300090500,,,24S-3W-30 / 43.4552 -123.0990,,,L,P,,LONE ROCK TIMBERLANDS,,,,,,,,,ROPER,50,455,,,0,0,,,0,11/9/2012,08:00
127300106700,,,22S-6W-36 / 43.6133 -123.3580,,,G,P,,LONE ROCK TIMBERLANDS,,,,,,,,,J220636,33,251,,,0,0,,,0,11/6/2012,09:00
127300119500,,,21S-5W-5 / 43.7726 -123.3180,,,L,P,,Giustina Land & Timber Co.,,,,,,,,,TIP DAVIS,51,120,,,0,0,,,0,10/22/2012,14:00
127300119600,,,21S-5W-9 / 43.7580 -123.2980,,,L,P,,Giustina Land & Timber Co.,,,,,,,,,TRAINEE WHEELS,47,150,,,0,0,,,0,10/23/2012,08:00
117300029500,,,24S-5W-8 / 43.4971 -123.3170,,,G,P,,"WESTERN OREGON FOREST MANAGEMENT, I",,,,,,,,,,10,45,,,0,0,,,0,10/22/2012,12:00
117300080200,,,22S-7W-19 / 43.6427 -123.5750,,,L,P,,PLUM CREEK TIMBERLANDS LP     ,,,,,,,,,ELKTON 41 #2,96,286,,,0,0,,,0,10/29/2012,12:00
117300101800,,,21S-8W-22 / 43.7278 -123.6320,,,L,P,,ROSEBURG RESOURCES,,,,,,,,,DEVIL 22,58,130,,,0,0,,,0,10/24/2012,09:00
117300126800,,,21S-8W-32 / 43.7004 -123.6710,,,L,P,,ROSEBURG RESOURCES,,,,,,,,,CEDAR EAST FORK,57,140,,,0,0,,,0,12/14/2012,12:00
117300127300,,,32S-8W-4 / 42.8179 -123.6510,,,L,P,,PLUM CREEK TIMBERLANDS LP     ,,,,,,,,,HONEY SUCKLE 4,50,57,,,0,0,,,0,11/14/2012,13:00
117300130300,,,31S-4W-22 / 42.8633 -123.1610,,,L,P,,INDIAN HILL LLC               ,,,,,,,,,GALESVILLE,97,850,,,0,0,,,0,10/24/2012,08:00
117300130400,,,30S-8W-6 / 42.9892 -123.6920,,,G,P,,MOORE MILL AND LUMBER CO,,,,,,,,,CAMAS SECTION 6 #2,12,22,,,0,0,,,0,10/23/2012,09:00
117300130500,,,30S-8W-6 / 42.9892 -123.6920,,,G,P,,MOORE MILL AND LUMBER CO,,,,,,,,,CAMAS SECTION 6 #1,48,430,,,0,0,,,0,10/23/2012,09:00
127120001300,,,32S-6W-14 / 42.7903 -123.3770,,,G,S,,DEPT OF FORESTRY: SOUTHWEST,,,,,,,,,S WOOD THIN,19,78,,,0,0,,,0,10/23/2012,10:00
127300000900,,,21S-8W-36 / 43.7006 -123.5940,,,B,P,,ROSEBURG RESOURCES,,,,,,,,,LITTLE PARADISE NORTH,20,400,,,10,25,,,18,4/26/2013,10:00
127300000900,,,21S-8W-36 / 43.7006 -123.5940,,,B,P,,ROSEBURG RESOURCES,,,,,,,,,LITTLE PARADISE NORTH,50,1100,,,14,30,,,12,4/2/2013,13:00
127300000900,,,21S-8W-36 / 43.7006 -123.5940,,,B,P,,ROSEBURG RESOURCES,,,,,,,,,LITTLE PARADISE NORTH,50,150,,,0,0,,,0,10/23/2012,10:00
127300005600,,,23S-6W-6 / 43.5974 -123.4540,,,L,P,,ROCKING C RANCH LLC           ,,,,,,,,,B061201,84,207,,,0,0,,,0,10/25/2012,08:00
127300007800,,,25S-6W-26 / 43.3669 -123.3770,,,T,P,,,,,,,,,,,,3,40,,,0,0,,,0,10/22/2012,14:00
127300010300,,,23S-4W-10 / 43.5842 -123.1570,,,L,P,,ROCKING C RANCH LLC           ,,,,,,,,,1401201,26,63,,,0,0,,,0,11/7/2012,12:00
127300010300,,,23S-4W-10 / 43.5842 -123.1570,,,L,P,,ROCKING C RANCH LLC           ,,,,,,,,,1401201,28,70,,,0,0,,,0,10/25/2012,13:00
127300022600,,,21S-8W-22 / 43.7278 -123.6320,,,L,P,,ROSEBURG RESOURCES,,,,,,,,,DEVIL 22 SOUTH,56,95,,,0,0,,,0,10/24/2012,10:00
127300031900,,,24S-5W-11 / 43.4972 -123.2570,,,L,P,,"MONETT LOGGING, INC.",,,,,,,,,,1,15,,,0,0,,,0,11/5/2012,14:00
127300042600,,,26S-3W-26 / 43.2787 -123.0200,,,G,P,,LONE ROCK TIMBERLANDS,,,,,,,,,RATTLESNAKE,43,428,,,0,0,,,0,10/26/2012,08:00
127300046100,,,23S-5W-6 / 43.5989 -123.3360,,,G,P,,LONE ROCK TIMBERLANDS,,,,,,,,,J230506,18,182,,,0,0,,,0,11/1/2012,09:00
127300046100,,,23S-5W-6 / 43.5989 -123.3360,,,G,P,,LONE ROCK TIMBERLANDS,,,,,,,,,J230506,7,65,,,0,0,,,0,11/6/2012,08:00
127300051300,,,31S-2W-11 / 42.8946 -122.9130,,,L,P,,GLEN CROUCH,,,,,,,,,DEVILS KNOB,28,142,,,0,0,,,0,10/27/2012,09:00
127300052000,,,22S-4W-19 / 43.6420 -123.2180,,,G,P,,GERALD LADD TIMBER            ,,,,,,,,,COX ROAD,5,345,,,0,0,,,0,10/23/2012,10:00
127300063200,,,21S-5W-30 / 43.7147 -123.3380,,,T,P,,DAVID R. COOPER,,,,,,,,,,3,42,,,0,0,,,0,10/23/2012,12:00
127300066800,,,28S-8W-30 / 43.1052 -123.6920,,,L,P,,PLUM CREEK TIMBERLANDS LP     ,,,,,,,,,CAMAS TIE 30,29,116,,,0,0,,,0,10/30/2012,08:00
127300072500,,,23S-6W-24 / 43.5552 -123.3560,,,G,P,,LONE ROCK TIMBERLANDS,,,,,,,,,J230624,112,476,,,0,0,,,0,11/7/2012,09:00
127300072801,,,26S-2W-15 / 43.3065 -122.9230,,,G,P,,LONE ROCK TIMBERLANDS,,,,,,,,,FUGATE 2,22,225,,,0,0,,,0,10/26/2012,08:00
127300079800,,,22S-7W-7 / 43.6714 -123.5750,,,G,P,,ROSEBURG RESOURCES,,,,,,,,,HIGH HAINES,23,345,,,0,0,,,0,10/23/2012,10:00
127300079800,,,22S-7W-7 / 43.6714 -123.5750,,,G,P,,ROSEBURG RESOURCES,,,,,,,,,HIGH HAINES,6,81,,,0,0,,,0,10/24/2012,13:00
127300079801,,,22S-8W-13 / 43.6572 -123.5950,,,G,P,,ROSEBURG RESOURCES,,,,,,,,,LOWER HAINES,12,161,,,0,0,,,0,10/22/2012,10:00
127300093600,,,26S-2W-12 / 43.3215 -122.8830,,,G,P,,LONE ROCK TIMBERLANDS,,,,,,,,,BUTLER,183,500,,,0,0,,,0,11/7/2012,08:00
127300093600,,,26S-2W-12 / 43.3215 -122.8830,,,G,P,,LONE ROCK TIMBERLANDS,,,,,,,,,BUTLER,80,800,,,0,0,,,0,10/24/2012,08:00
127300119300,,,22S-7W-13 / 43.6563 -123.4770,,,G,P,,LONE ROCK TIMBERLANDS,,,,,,,,,J220713,30,342,,,0,0,,,0,10/25/2012,08:00
117300003200,,,21S-5W-11 / 43.7579 -123.2580,,,L,P,,GIUSTINA RESOURCES            ,,,,,,,,,RC570,60,155,,,0,0,,,0,11/1/2012,09:00
117300088000,,,21S-5W-14 / 43.7434 -123.2580,,,L,P,,GIUSTINA RESOURCES            ,,,,,,,,,RC 550,50,75,,,0,0,,,0,11/1/2012,10:00
117300119500,,,23S-7W-30 / 43.5411 -123.5740,,,G,P,,DAVID PRINSLOW,,,,,,,,,,1,40,,,0,0,,,0,10/26/2012,12:00
117300119800,,,21S-6W-20 / 43.7286 -123.4380,,,L,P,,SENECA TIMBER CO,,,,,,,,,BIG TOM MAGNUM,66,66,,,0,0,,,0,10/24/2012,11:00
117300122600,,,22S-8W-6 / 43.6862 -123.6960,,,L,P,,MENASHA LOG. CO. LLC.         ,,,,,,,,,SOUTHWEST SCOTT,63,324,,,0,0,,,0,10/29/2012,09:00
127300002600,,,21S-5W-24 / 43.7288 -123.2380,,,L,P,,GIUSTINA RESOURCES            ,,,,,,,,,NORTH TERRA,20,55,,,0,0,,,0,11/1/2012,11:00
127300006400,,,21S-5W-12 / 43.7578 -123.2380,,,L,P,,GIUSTINA RESOURCES            ,,,,,,,,,NELSON BONES,30,110,,,0,0,,,0,11/1/2012,12:00
127300007700,,,21S-5W-24 / 43.7288 -123.2380,,,L,P,,GIUSTINA RESOURCES            ,,,,,,,,,TERRA TIED,40,55,,,0,0,,,0,11/1/2012,11:00
127300035200,,,21S-4W-31 / 43.6997 -123.2180,,,L,P,,GIUSTINA RESOURCES            ,,,,,,,,,HEHN WEST,30,210,,,0,0,,,0,11/1/2012,13:00
127300037300,,,21S-5W-36 / 43.6997 -123.2380,,,L,P,,GIUSTINA RESOURCES            ,,,,,,,,,HEHN COUNTY,40,145,,,0,0,,,0,11/1/2012,13:00
127300053400,,,22S-7W-34 / 43.6137 -123.5160,,,T,P,,ROBERT J WHIPPLE FAMILY TRUST,,,,,,,,,,7,100,,,0,0,,,0,10/30/2012,10:00
127300054800,,,25S-7W-20 / 43.3820 -123.5560,,,T,P,,JOHN ROEDER,,,,,,,,,,10,100,,,0,0,,,0,10/24/2012,10:00
127300073200,,,32S-4W-18 / 42.7900 -123.2180,,,T,P,,GARY STORNETTA,,,,,,,,,,28,475,,,0,0,,,0,10/25/2012,10:00
127300079000,,,25S-7W-20 / 43.3820 -123.5560,,,T,P,,JOHN ROEDER,,,,,,,,,,5,45,,,0,0,,,0,10/24/2012,11:00
097307010101,,,22S-6W-11 / 43.6714 -123.3780,,,G,P,,BEAR CREEK TIMBER             ,,,,,,,,,HARDSCRABBLE,10,125,,,0,0,,,0,10/27/2012,09:00
097307010101,,,22S-6W-11 / 43.6714 -123.3780,,,G,P,,BEAR CREEK TIMBER             ,,,,,,,,,HARDSCRABBLE,10,125,,,0,0,,,0,10/28/2012,09:00
107300126300,,,22S-6W-23 / 43.6424 -123.3780,,,G,P,,BEAR CREEK TIMBER             ,,,,,,,,,SOUTH ELK CREEK,14,430,,,0,0,,,0,11/2/2012,11:00
117300070300,,,22S-5W-9 / 43.6714 -123.2980,,,G,P,,BEAR CREEK TIMBER             ,,,,,,,,,BFE,45,473,,,0,0,,,0,11/6/2012,09:00
117300073600,,,24S-8W-19 / 43.4684 -123.6920,,,L,P,,WEYERHAEUSER CO - SOUTH BLOCK,,,,,,,,,3604,19,19,,,0,0,,,0,11/15/2012,09:00
117300073600,,,24S-8W-19 / 43.4684 -123.6920,,,L,P,,WEYERHAEUSER CO - SOUTH BLOCK,,,,,,,,,3604,84,84,,,0,0,,,0,11/8/2012,10:00
