Registration #,,,Legal / LatLong,,,BT,OT,,Owner,,,,,,,,,Sale Name,Acres,Tons,,,M10,M1000,,,Rain,Burn Date,Time
Siuslaw NF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124061280001,,,12S-7W-20 / 44.5132 -123.5660,,,H,U,,SIUSLAW NF - CENTRAL COAST RD,,,,,,,,,MARYS-PEAK-HANDPILES,5,10,,,0,0,,,0,10/16/2012,10:00
131280000001,,,14S-9W-28 / 44.3233 -123.7860,,,H,U,,SIUSLAW NF - CENTRAL COAST RD,,,,,,,,,CROOKED-CREEK-HANDPI,5,5,,,0,0,,,2,9/26/2013,10:00
131280000023,,,12S-7W-21 / 44.5133 -123.5470,,,H,U,,SIUSLAW NF,,,,,,,,,MARYS-PEAK-HANDPILES,1,4,,,0,0,,,0,1/22/2014,11:00
144061280004,,,14S-9W-34 / 44.3091 -123.7660,,,L,U,,SIUSLAW NF - CENTRAL COAST RD,,,,,,,,,CRAZY-MCGLYNN-12    ,8,9,,,0,0,,,1,10/17/2014,11:00
144061280017,,,15S-9W-3 / 44.2946 -123.7650,,,L,U,,SIUSLAW NF - CENTRAL COAST RD,,,,,,,,,CRAZY-MCGLYNN-19    ,32,32,,,0,0,,,1,10/17/2014,11:00
144061280021,,,14S-9W-3 / 44.3820 -123.7660,,,L,U,,SIUSLAW NF - CENTRAL COAST RD,,,,,,,,,KUSKIE-THIN-1       ,16,16,,,0,0,,,1,10/17/2014,11:00
144061280022,,,14S-9W-3 / 44.3820 -123.7660,,,L,U,,SIUSLAW NF - CENTRAL COAST RD,,,,,,,,,KUSKIE-THIN-2       ,19,23,,,0,0,,,1,10/17/2014,11:00
144061280023,,,14S-9W-3 / 44.3820 -123.7660,,,L,U,,SIUSLAW NF - CENTRAL COAST RD,,,,,,,,,KUSKIE-THIN-3       ,37,37,,,0,0,,,1,10/17/2014,11:00
144061280055,,,12S-7W-14 / 44.5270 -123.5060,,,T,U,,SIUSLAW NF - CENTRAL COAST RD,,,,,,,,,ROCK-THIN-1         ,23,230,,,0,0,,,2,10/27/2015,10:00
144061280056,,,12S-7W-14 / 44.5270 -123.5060,,,L,U,,SIUSLAW NF - CENTRAL COAST RD,,,,,,,,,ROCK-THIN-2         ,12,12,,,0,0,,,2,10/27/2015,10:00
144061280057,,,12S-7W-14 / 44.5270 -123.5060,,,L,U,,SIUSLAW NF - CENTRAL COAST RD,,,,,,,,,ROCK-THIN-3         ,18,18,,,0,0,,,2,10/27/2015,10:00
144061280058,,,12S-7W-14 / 44.5270 -123.5060,,,L,U,,SIUSLAW NF - CENTRAL COAST RD,,,,,,,,,ROCK-THIN-21        ,10,10,,,0,0,,,2,10/27/2015,10:00
154061280003,,,14S-9W-35 / 44.3094 -123.7450,,,L,U,,SIUSLAW NF - CENTRAL COAST RD,,,,,,,,,CAMP-THIN-1         ,44,44,,,0,0,,,0,10/5/2016,11:00
154061280041,,,12S-7W-28 / 44.4990 -123.5470,,,H,U,,SIUSLAW NF - CENTRAL COAST RD,,,,,,,,,MARYS-PEAK-PILES    ,1,5,,,0,0,,,0,11/8/2016,10:00
