Registration #,,,Legal / LatLong,,,BT,OT,,Owner,,,,,,,,,Sale Name,Acres,Tons,,,M10,M1000,,,Rain,Burn Date,Time
Deschutes NF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deschutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110110001501,,,20S-15E-23 / 43.8224 -120.8980,,,L,U,,DESCHUTES NF - BEND/FT ROCK RD,,,,,,,,,OTIS 2 LANDINGS,41,41,,,0,0,,,6,1/5/2012,11:00
114060150008,,,15S-10E-16 / 44.2696 -121.5440,,,H,U,,DESCHUTES NF - SISTERS RD,,,,,,,,,SAFR-82195196197198 ,25,550,,,0,0,,,2,12/29/2011,07:00
124060110001,,,18S-10E-3 / 44.0442 -121.5160,,,H,U,,DESCHUTES NF - BEND/FT ROCK RD,,,,,,,,,JET-TS-5            ,12,12,,,0,0,,,1,1/19/2012,10:00
124060110002,,,18S-10E-10 / 44.0298 -121.5160,,,H,U,,DESCHUTES NF - BEND/FT ROCK RD,,,,,,,,,JET-TS-11           ,87,87,,,0,0,,,1,1/19/2012,10:00
124060110003,,,18S-10E-9 / 44.0297 -121.5360,,,H,U,,DESCHUTES NF - BEND/FT ROCK RD,,,,,,,,,JET-TS-15           ,1,1,,,0,0,,,1,1/19/2012,10:00
124060110004,,,18S-10E-8 / 44.0298 -121.5560,,,H,U,,DESCHUTES NF - BEND/FT ROCK RD,,,,,,,,,JET-TS-21           ,14,14,,,0,0,,,1,1/19/2012,10:00
124060110005,,,18S-10E-8 / 44.0298 -121.5560,,,H,U,,DESCHUTES NF - BEND/FT ROCK RD,,,,,,,,,TUMALO-FLOOD-PLAIN-6,10,10,,,0,0,,,1,1/19/2012,10:00
124060150001,,,13S-9E-32 / 44.4002 -121.6850,,,N,U,,DESCHUTES NF - SISTERS RD,,,,,,,,,LEFTOVER-9-10       ,182,728,,,7,15,,,40,5/8/2012,09:00
124060150001,,,13S-9E-32 / 44.4002 -121.6850,,,N,U,,DESCHUTES NF - SISTERS RD,,,,,,,,,LEFTOVER-9-10       ,100,400,,,7,18,,,10,5/10/2012,10:00
120110000401,,,20S-8E-29 / 43.8113 -121.7960,,,L,U,,DESCHUTES NF - BEND/FT ROCK RD,,,,,,,,,DRIFT-TS-01         ,55,55,,,0,0,,,7,10/25/2012,10:00
120110000402,,,20S-8E-19 / 43.8257 -121.8160,,,L,U,,DESCHUTES NF - BEND/FT ROCK RD,,,,,,,,,DRIFT-TS-04         ,43,43,,,0,0,,,7,10/25/2012,11:00
120110000403,,,20S-8E-29 / 43.8113 -121.7960,,,L,U,,DESCHUTES NF - BEND/FT ROCK RD,,,,,,,,,DRIFT-TS-05         ,49,49,,,0,0,,,7,10/25/2012,12:00
120110000404,,,20S-8E-1 / 43.8715 -121.7180,,,L,U,,DESCHUTES NF - BEND/FT ROCK RD,,,,,,,,,DRIFT-TS-15         ,150,336,,,0,0,,,3,10/23/2012,10:00
120110000405,,,20S-8E-12 / 43.8568 -121.7180,,,L,U,,DESCHUTES NF - BEND/FT ROCK RD,,,,,,,,,DRIFT-TS-16         ,74,128,,,0,0,,,3,10/24/2012,11:00
120110000406,,,20S-8E-2 / 43.8715 -121.7380,,,L,U,,DESCHUTES NF - BEND/FT ROCK RD,,,,,,,,,DRIFT-TS-17         ,206,330,,,0,0,,,3,10/23/2012,12:00
120110003501,,,21S-9E-5 / 43.7834 -121.6730,,,L,U,,DESCHUTES NF - BEND/FT ROCK RD,,,,,,,,,EXTRA-TS-41         ,116,116,,,0,0,,,2,11/14/2012,15:00
124060110006,,,20S-10E-16 / 43.8414 -121.5370,,,T,U,,DESCHUTES NF - BEND/FT ROCK RD,,,,,,,,,HOP-04              ,166,246,,,0,0,,,4,11/8/2012,10:00
124060110007,,,20S-8E-28 / 43.8118 -121.7770,,,N,U,,DESCHUTES NF - BEND/FT ROCK RD,,,,,,,,,COW-MEADOW-RESTORATI,170,340,,,13,15,,,120,10/11/2012,12:00
124060110008,,,20S-10E-31 / 43.7982 -121.5770,,,H,U,,DESCHUTES NF - BEND/FT ROCK RD,,,,,,,,,FALL-RIVER-FISH-HATC,5,5,,,0,0,,,4,11/14/2012,10:00
124060110009,,,19S-8E-18 / 43.9299 -121.8190,,,H,U,,DESCHUTES NF - BEND/FT ROCK RD,,,,,,,,,WEST-SIDE-ADMIN-2012,5,5,,,0,0,,,8,12/12/2012,12:00
124060110010,,,19S-10E-24 / 43.9139 -121.4760,,,H,U,,DESCHUTES NF - BEND/FT ROCK RD,,,,,,,,,SET-11              ,138,186,,,0,0,,,1,11/14/2012,10:00
124060110013,,,18S-10E-1 / 44.0442 -121.4750,,,H,U,,DESCHUTES NF - BEND/FT ROCK RD,,,,,,,,,WET-1               ,34,126,,,0,0,,,0,10/29/2012,09:00
