Registration #,,,Legal / LatLong,,,BT,OT,,Owner,,,,,,,,,Sale Name,Acres,Tons,,,M10,M1000,,,Rain,Burn Date,Time
Northeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114060350006,,,11S-41E-30 / 44.5789 -117.7390,,,G,F,,BLM BAKER,,,,,,,,,RATTLE-SNAKE-GRAPPLE,9,34,,,0,0,,,0,12/14/2011,12:00
124060350001,,,11S-38E-26 / 44.5810 -118.0210,,,G,F,,BLM BAKER,,,,,,,,,RATTLE-SNAKE-108    ,52,200,,,0,0,,,0,1/10/2012,11:00
129720000600,,,11S-38E-36 / 44.5670 -118.0009,,,G,S,,,,,,,,,,,,32,90,,,0,0,,,0,4/12/2012,07:00
129720000600,,,11S-38E-36 / 44.5670 -118.0009,,,G,S,,,,,,,,,,,,10,20,,,0,0,,,0,11/1/2012,09:00
129720000600,,,11S-38E-36 / 44.5670 -118.0009,,,G,S,,,,,,,,,,,,9,10,,,0,0,,,0,10/31/2012,09:00
129720000600,,,11S-38E-36 / 44.5670 -118.0009,,,G,S,,,,,,,,,,,,20,40,,,0,0,,,0,11/11/2012,09:00
129720000600,,,11S-38E-36 / 44.5670 -118.0009,,,G,S,,,,,,,,,,,,8,30,,,0,0,,,0,4/19/2012,07:00
129720000600,,,11S-38E-36 / 44.5670 -118.0009,,,G,S,,,,,,,,,,,,5,20,,,0,0,,,0,4/17/2012,07:00
129720000600,,,11S-38E-36 / 44.5670 -118.0009,,,G,S,,,,,,,,,,,,26,50,,,0,0,,,0,4/23/2012,07:00
124060350003,,,10S-39E-2 / 44.7235 -117.9010,,,B,F,,BLM BAKER,,,,,,,,,BLUE-POKER-18       ,52,836,,,5,25,,,0,5/16/2012,12:00
124060350002,,,10S-39E-1 / 44.7235 -117.8810,,,B,F,,BLM BAKER,,,,,,,,,BLUE-POKER-17       ,85,6515,,,5,25,,,0,5/16/2012,11:00
129720003000,,,7S-38E-6 / 44.9850 -118.1057,,,H,S,,,,,,,,,,,,5,5,,,0,0,,,0,11/11/2013,10:00
129720003000,,,7S-38E-6 / 44.9850 -118.1057,,,H,S,,,,,,,,,,,,5,5,,,0,0,,,0,10/31/2013,11:00
129720003000,,,7S-38E-6 / 44.9850 -118.1057,,,H,S,,,,,,,,,,,,5,10,,,0,0,,,0,11/4/2013,07:00
129720003000,,,7S-38E-6 / 44.9850 -118.1057,,,H,S,,,,,,,,,,,,28,195,,,0,0,,,0,11/2/2012,10:00
129720003000,,,7S-38E-6 / 44.9850 -118.1057,,,H,S,,,,,,,,,,,,5,5,,,0,0,,,0,11/13/2013,10:00
129720003000,,,7S-38E-6 / 44.9850 -118.1057,,,H,S,,,,,,,,,,,,5,5,,,0,0,,,0,11/14/2013,11:00
129720003000,,,7S-38E-6 / 44.9850 -118.1057,,,H,S,,,,,,,,,,,,5,10,,,0,0,,,0,10/25/2013,11:00
